LoanID,Branch,DisbursementDate,LoanType,SanctionedAmount,OutstandingAmount,DPD,InterestRate,CollateralCoverage,Status
LN-100947,Kankarbagh,2023-04-08,Agri,521838,231958,0,8.07,1.09,Standard
LN-100948,Boring Road,2020-03-06,Personal,100714,90732,0,14.49,0.0,Standard
LN-100949,Bhagalpur,2023-08-16,Personal,244176,97762,0,14.95,0.0,Standard
LN-100950,Hajipur,2021-02-01,Auto,443481,267859,0,11.1,1.24,Standard
LN-100951,Gaya,2021-08-27,Business,1840183,889991,0,12.01,1.11,Standard
LN-100952,Muzaffarpur,2021-04-12,Auto,865064,752563,0,10.13,1.01,Standard
LN-100953,Boring Road,2024-04-03,Auto,799633,501673,0,11.16,0.94,Standard
LN-100954,Gaya,2022-11-10,Personal,148525,63244,51,13.65,0.0,SMA-1
LN-100955,Muzaffarpur,2019-01-17,Home,1608240,816671,0,9.49,1.59,Standard
LN-100956,Gaya,2020-03-22,Business,985869,763420,20,12.95,1.03,SMA-0
LN-100957,Bhagalpur,2019-03-09,Business,4177567,3563858,0,11.28,1.35,Standard
LN-100958,Hajipur,2024-12-19,Home,2747867,1402126,0,8.68,1.39,Standard
LN-100959,Patna Main,2023-12-15,Auto,370894,145965,0,11.05,1.2,Standard
LN-100960,Gaya,2020-05-09,Business,4522877,3725146,0,11.19,1.12,Standard
LN-100961,Muzaffarpur,2021-06-26,Business,4829701,2837146,0,12.22,1.06,Standard
LN-100962,Kankarbagh,2025-05-15,Personal,322127,261787,0,14.97,0.0,Standard
LN-100963,Patna Main,2022-10-30,Business,566800,257632,68,11.69,1.16,SMA-2
LN-100964,Patna Main,2022-05-30,Personal,312336,202292,0,14.53,0.0,Standard
LN-100965,Muzaffarpur,2021-08-09,Auto,733518,454978,0,11.47,1.04,Standard
LN-100966,Boring Road,2020-01-09,Personal,263975,153352,0,13.21,0.0,Standard
LN-100967,Danapur,2019-05-12,Personal,304964,233689,84,13.07,0.0,SMA-2
LN-100968,Kankarbagh,2021-09-06,Home,1753917,1056732,0,9.28,1.3,Standard
LN-100969,Bhagalpur,2021-12-18,Auto,779469,353286,0,10.12,1.25,Standard
LN-100970,Muzaffarpur,2025-06-23,Auto,866314,459965,0,11.3,1.15,Standard
LN-100971,Danapur,2020-04-03,Personal,334257,142399,0,14.47,0.0,Standard
LN-100972,Gaya,2023-02-06,Personal,493181,333057,31,14.64,0.0,SMA-1
LN-100973,Hajipur,2022-08-21,Auto,1153986,572673,0,10.72,0.98,Standard
LN-100974,Danapur,2024-07-11,Auto,320084,171302,0,10.16,1.15,Standard
LN-100975,Bhagalpur,2020-07-10,Auto,988837,832570,0,11.12,0.98,Standard
LN-100976,Gaya,2021-02-16,Home,2139473,1443573,0,9.06,1.45,Standard
LN-100977,Boring Road,2022-05-02,Personal,152601,132595,0,14.77,0.0,Standard
LN-100978,Danapur,2023-04-12,Home,2663624,1252392,0,8.52,1.31,Standard
LN-100979,Boring Road,2023-08-11,Personal,403032,202262,0,13.85,0.0,Standard
LN-100980,Danapur,2020-08-04,Personal,135342,101121,21,13.99,0.0,SMA-0
LN-100981,Muzaffarpur,2019-11-12,Agri,316862,138841,0,8.31,0.99,Standard
LN-100982,Boring Road,2019-03-15,Home,1718714,1559783,0,9.15,1.2,Standard
LN-100983,Muzaffarpur,2023-09-21,Agri,184270,105395,0,7.75,1.01,Standard
LN-100984,Patna Main,2020-10-26,Personal,346351,233490,0,14.94,0.0,Standard
LN-100985,Bhagalpur,2021-08-05,Business,2315527,1363764,0,11.44,1.18,Standard
LN-100986,Hajipur,2022-01-04,Personal,306543,183243,0,14.98,0.0,Standard
LN-100987,Muzaffarpur,2019-06-26,Agri,376696,327057,0,8.0,0.98,Standard
LN-100988,Bhagalpur,2020-03-07,Personal,135878,72690,0,13.97,0.0,Standard
LN-100989,Muzaffarpur,2024-05-12,Home,1520094,1417029,0,8.78,1.4,Standard
LN-100990,Muzaffarpur,2023-02-10,Home,877207,352308,0,9.56,1.31,Standard
LN-100991,Danapur,2019-01-22,Auto,732129,605885,0,11.81,0.98,Standard
LN-100992,Patna Main,2023-12-05,Home,2187645,2033225,0,9.28,1.44,Standard
LN-100993,Boring Road,2020-08-08,Personal,484238,369979,0,14.8,0.0,Standard
LN-100994,Hajipur,2024-08-29,Auto,736726,383230,0,11.03,1.06,Standard
LN-100995,Danapur,2025-02-21,Home,2832123,1818683,0,8.94,1.24,Standard
LN-100996,Boring Road,2021-11-13,Business,3975711,3037489,0,12.53,1.31,Standard
LN-100997,Kankarbagh,2024-05-11,Home,2864461,1813217,0,9.82,1.34,Standard
LN-100998,Kankarbagh,2024-07-30,Home,1487969,700627,0,8.45,1.55,Standard
LN-100999,Hajipur,2021-08-18,Home,825559,419439,0,9.72,1.4,Standard
LN-101000,Kankarbagh,2020-11-05,Agri,723491,361821,0,8.23,1.12,Standard
LN-101001,Muzaffarpur,2021-05-08,Agri,582575,207224,0,7.62,1.07,Standard
LN-101002,Hajipur,2019-10-10,Business,932518,877448,0,11.9,1.1,Standard
LN-101003,Bhagalpur,2021-06-06,Home,1275733,833944,0,8.33,1.56,Standard
LN-101004,Gaya,2021-02-01,Auto,639580,525364,0,10.02,0.99,Standard
LN-101005,Danapur,2020-03-04,Personal,99803,44528,30,13.47,0.0,SMA-0
LN-101006,Kankarbagh,2019-05-21,Auto,984325,554056,47,11.08,1.21,SMA-1
LN-101007,Boring Road,2022-09-03,Home,2670935,1085057,0,8.8,1.48,Standard
LN-101008,Muzaffarpur,2019-07-12,Auto,546795,400223,0,10.25,1.25,Standard
LN-101009,Danapur,2024-06-25,Business,4465303,2214798,0,12.38,1.06,Standard
LN-101010,Boring Road,2019-02-12,Home,1362541,1178146,0,9.95,1.59,Standard
LN-101011,Danapur,2020-01-20,Home,1908174,1717785,0,9.12,1.52,Standard
LN-101012,Patna Main,2023-09-22,Personal,53087,24807,0,13.23,0.0,Standard
LN-101013,Gaya,2021-10-24,Home,1008097,417456,0,9.09,1.5,Standard
LN-101014,Patna Main,2025-05-05,Auto,334053,164747,0,10.74,1.08,Standard
LN-101015,Muzaffarpur,2023-09-29,Auto,905442,644216,0,11.17,0.99,Standard
LN-101016,Bhagalpur,2024-08-03,Home,1430752,958959,41,9.82,1.53,SMA-1
LN-101017,Gaya,2024-12-21,Home,1279953,839688,0,9.53,1.55,Standard
LN-101018,Muzaffarpur,2022-05-18,Auto,672806,290599,0,10.5,1.23,Standard
LN-101019,Hajipur,2023-12-14,Home,903804,499036,244,8.32,1.3,NPA
LN-101020,Hajipur,2020-02-27,Auto,1125044,704341,0,11.72,0.97,Standard
LN-101021,Gaya,2025-03-20,Auto,977841,884519,0,10.94,1.17,Standard
LN-101022,Muzaffarpur,2022-08-10,Personal,197486,115703,16,14.92,0.0,SMA-0
LN-101023,Boring Road,2021-10-20,Home,881619,560190,0,8.78,1.51,Standard
LN-101024,Gaya,2024-08-11,Auto,699478,518634,0,10.9,0.95,Standard
LN-101025,Boring Road,2020-11-04,Business,1731098,698454,29,11.54,1.09,SMA-0
LN-101026,Boring Road,2023-01-10,Agri,532097,232167,0,8.87,0.85,Standard
LN-101027,Muzaffarpur,2025-06-17,Business,4194752,1732865,0,12.83,1.14,Standard
LN-101028,Boring Road,2021-06-04,Business,887560,763215,0,11.15,1.35,Standard
LN-101029,Kankarbagh,2019-11-29,Business,3676174,2371908,0,12.58,1.14,Standard
LN-101030,Bhagalpur,2022-05-10,Business,1700232,928116,0,12.13,1.28,Standard
LN-101031,Muzaffarpur,2020-10-08,Agri,422048,205563,0,8.32,0.94,Standard
LN-101032,Boring Road,2022-06-05,Home,1938687,747615,0,8.97,1.23,Standard
LN-101033,Kankarbagh,2021-05-01,Business,3190390,1936775,80,11.15,1.21,SMA-2
LN-101034,Bhagalpur,2025-05-16,Auto,995233,856848,0,10.98,1.2,Standard
LN-101035,Boring Road,2023-04-17,Auto,879028,664023,0,11.31,0.95,Standard
LN-101036,Hajipur,2020-10-10,Home,1815793,1512255,0,8.59,1.44,Standard
LN-101037,Hajipur,2023-01-21,Business,2370881,1414020,0,11.98,1.22,Standard
LN-101038,Bhagalpur,2019-09-10,Personal,285555,125004,52,14.34,0.0,SMA-1
LN-101039,Danapur,2022-10-23,Business,1011532,923010,0,11.21,1.12,Standard
LN-101040,Muzaffarpur,2024-03-14,Auto,378161,160072,0,11.91,1.19,Standard
LN-101041,Danapur,2021-09-29,Business,941824,669280,0,11.78,1.04,Standard
LN-101042,Muzaffarpur,2023-02-03,Auto,938062,771505,0,10.42,1.23,Standard
LN-101043,Patna Main,2023-01-30,Business,1123232,520116,0,11.39,1.2,Standard
LN-101044,Kankarbagh,2024-10-24,Personal,82261,54153,0,13.26,0.0,Standard
LN-101045,Bhagalpur,2022-12-19,Business,3602186,2969490,0,12.65,1.28,Standard
LN-101046,Danapur,2024-05-25,Business,1996515,781469,0,11.58,1.33,Standard
LN-101047,Gaya,2020-12-18,Agri,162005,64209,54,7.73,0.96,SMA-1
LN-101048,Hajipur,2024-02-28,Home,1683422,1033544,0,9.31,1.53,Standard
LN-101049,Gaya,2019-12-16,Personal,123983,82789,0,13.86,0.0,Standard
LN-101050,Hajipur,2025-03-02,Home,1376770,1063884,0,9.0,1.25,Standard
LN-101051,Hajipur,2023-07-07,Home,2742033,1647902,0,8.12,1.53,Standard
LN-101052,Patna Main,2022-11-23,Personal,418961,195244,42,13.69,0.0,SMA-1
LN-101053,Boring Road,2023-11-09,Business,2022380,1072011,0,11.56,1.1,Standard
LN-101054,Bhagalpur,2021-07-05,Personal,265808,145704,0,14.17,0.0,Standard
LN-101055,Bhagalpur,2019-12-18,Auto,945886,574576,0,10.29,1.03,Standard
LN-101056,Danapur,2021-08-15,Home,1569251,1258974,0,9.6,1.57,Standard
LN-101057,Boring Road,2025-06-27,Business,4385521,3329828,0,12.62,1.29,Standard
LN-101058,Bhagalpur,2025-02-05,Personal,274744,222352,0,14.48,0.0,Standard
LN-101059,Boring Road,2019-10-31,Business,4489760,2577452,0,12.73,1.05,Standard
LN-101060,Kankarbagh,2019-03-27,Auto,690105,651796,0,10.13,1.0,Standard
LN-101061,Gaya,2024-02-11,Business,2494674,2313761,0,11.05,1.36,Standard
LN-101062,Gaya,2022-07-08,Home,2371841,1706487,0,9.16,1.37,Standard
LN-101063,Hajipur,2023-10-22,Personal,308620,130587,0,14.65,0.0,Standard
LN-101064,Muzaffarpur,2020-09-30,Personal,71854,34160,0,13.11,0.0,Standard
LN-101065,Hajipur,2023-03-23,Home,2993659,2218942,0,8.39,1.27,Standard
LN-101066,Bhagalpur,2019-12-03,Home,1709916,631390,0,8.72,1.6,Standard
LN-101067,Patna Main,2025-03-31,Personal,217797,127345,0,13.84,0.0,Standard
LN-101068,Patna Main,2022-11-22,Personal,72716,56401,0,13.57,0.0,Standard
LN-101069,Kankarbagh,2021-03-31,Home,2387238,912862,0,9.47,1.42,Standard
LN-101070,Gaya,2020-04-06,Home,2919154,1411666,6,9.04,1.61,SMA-0
LN-101071,Bhagalpur,2021-05-26,Home,2850222,2676905,0,8.17,1.54,Standard
LN-101072,Kankarbagh,2019-06-24,Home,1115126,700635,0,8.78,1.48,Standard
LN-101073,Patna Main,2022-04-24,Auto,386778,355945,0,10.79,1.09,Standard
LN-101074,Muzaffarpur,2020-04-25,Business,2499167,2236084,0,12.06,1.36,Standard
LN-101075,Hajipur,2024-02-05,Home,2837449,2358688,0,9.59,1.58,Standard
LN-101076,Danapur,2019-02-24,Personal,332898,159752,0,13.93,0.0,Standard
LN-101077,Muzaffarpur,2021-07-10,Home,1334923,1173767,0,9.51,1.23,Standard
LN-101078,Boring Road,2023-01-14,Personal,265162,96904,0,14.08,0.0,Standard
LN-101079,Boring Road,2023-12-19,Auto,731817,568684,0,11.09,1.24,Standard
LN-101080,Bhagalpur,2021-01-21,Auto,402398,268090,0,11.61,1.05,Standard
LN-101081,Danapur,2024-10-07,Auto,1199983,568937,0,10.9,1.26,Standard
LN-101082,Gaya,2021-07-04,Auto,821946,494628,0,11.41,1.22,Standard
LN-101083,Hajipur,2021-05-26,Auto,994324,808120,0,11.57,1.25,Standard
LN-101084,Boring Road,2021-04-21,Home,1496229,581078,0,9.03,1.34,Standard
LN-101085,Bhagalpur,2022-06-08,Home,1939240,1055723,0,9.12,1.27,Standard
LN-101086,Kankarbagh,2025-02-24,Business,1427669,1012684,51,12.82,1.18,SMA-1
LN-101087,Boring Road,2020-09-09,Personal,145946,58542,0,14.06,0.0,Standard
LN-101088,Hajipur,2019-03-28,Home,2760407,1812450,0,8.14,1.51,Standard
LN-101089,Kankarbagh,2020-09-14,Business,2714354,1814008,0,11.02,1.08,Standard
LN-101090,Patna Main,2025-04-13,Personal,428792,244432,0,14.61,0.0,Standard
LN-101091,Boring Road,2021-12-16,Home,1108275,516607,66,8.43,1.19,SMA-2
LN-101092,Boring Road,2020-04-01,Auto,829893,462790,0,10.34,1.1,Standard
LN-101093,Boring Road,2020-11-27,Agri,346314,230690,0,7.44,0.92,Standard
LN-101094,Muzaffarpur,2025-06-05,Home,901622,730844,0,8.17,1.58,Standard
LN-101095,Hajipur,2023-07-22,Business,4758848,4479316,0,11.28,1.23,Standard
LN-101096,Boring Road,2025-02-11,Auto,1088522,478523,0,10.66,1.02,Standard
LN-101097,Hajipur,2024-09-20,Auto,800003,651425,0,10.98,0.99,Standard
LN-101098,Hajipur,2019-01-16,Home,2755458,1565494,0,8.53,1.5,Standard
LN-101099,Hajipur,2024-04-09,Business,1444277,1338097,0,12.02,1.26,Standard
LN-101100,Gaya,2020-03-31,Personal,283766,151138,157,14.76,0.0,NPA
LN-101101,Muzaffarpur,2021-03-09,Home,1872094,1555926,0,9.15,1.39,Standard
LN-101102,Danapur,2024-10-21,Personal,401528,289401,0,14.9,0.0,Standard
LN-101103,Kankarbagh,2019-11-13,Auto,465959,358060,0,11.33,1.1,Standard
LN-101104,Boring Road,2022-12-04,Home,2660893,1628794,0,8.57,1.39,Standard
LN-101105,Gaya,2020-06-06,Auto,457296,272907,499,10.74,1.02,NPA
LN-101106,Hajipur,2019-12-25,Auto,870979,310453,0,10.83,0.94,Standard
LN-101107,Muzaffarpur,2021-02-24,Home,1847321,1357289,0,9.67,1.51,Standard
LN-101108,Muzaffarpur,2022-10-24,Agri,143617,100321,0,8.61,0.92,Standard
LN-101109,Patna Main,2024-04-29,Auto,485869,240237,0,10.23,0.96,Standard
LN-101110,Patna Main,2022-07-16,Personal,189541,80979,0,14.23,0.0,Standard
LN-101111,Muzaffarpur,2022-06-23,Auto,931709,860155,0,11.94,1.15,Standard
LN-101112,Boring Road,2024-09-04,Business,1506814,1422712,0,11.58,1.37,Standard
LN-101113,Hajipur,2019-09-14,Auto,1060337,799250,0,11.15,0.97,Standard
LN-101114,Hajipur,2023-12-26,Agri,442002,297355,0,8.8,0.93,Standard
LN-101115,Muzaffarpur,2020-05-30,Personal,332760,300056,0,13.03,0.0,Standard
LN-101116,Danapur,2022-05-28,Business,4994203,4722086,0,11.43,1.2,Standard
LN-101117,Muzaffarpur,2020-09-25,Agri,729823,462527,0,8.85,1.1,Standard
LN-101118,Bhagalpur,2019-06-24,Home,1232655,1089459,0,9.69,1.44,Standard
LN-101119,Danapur,2023-02-02,Personal,207204,78310,46,13.25,0.0,SMA-1
LN-101120,Hajipur,2020-08-21,Business,892942,539740,0,12.34,1.29,Standard
LN-101121,Danapur,2020-12-06,Home,2798898,1628646,0,9.18,1.22,Standard
LN-101122,Danapur,2021-06-07,Auto,1092129,555861,0,10.92,1.11,Standard
LN-101123,Patna Main,2021-05-06,Auto,996125,778613,0,10.92,1.11,Standard
LN-101124,Patna Main,2019-02-04,Personal,410859,145510,0,14.36,0.0,Standard
LN-101125,Hajipur,2021-05-31,Home,1886596,984395,0,8.93,1.4,Standard
LN-101126,Hajipur,2022-07-21,Home,2103898,1619978,0,9.92,1.26,Standard
LN-101127,Gaya,2020-08-14,Auto,415190,225030,0,10.88,1.09,Standard
LN-101128,Kankarbagh,2024-08-21,Auto,1097810,973217,0,11.8,1.19,Standard
LN-101129,Bhagalpur,2020-12-27,Home,1036256,574242,0,8.26,1.47,Standard
LN-101130,Muzaffarpur,2019-01-30,Personal,265509,143624,0,13.55,0.0,Standard
LN-101131,Danapur,2022-04-18,Business,2257003,1979305,0,12.39,1.34,Standard
LN-101132,Kankarbagh,2022-03-06,Home,884808,337064,0,9.24,1.55,Standard
LN-101133,Kankarbagh,2020-10-07,Personal,454008,362440,0,13.5,0.0,Standard
LN-101134,Boring Road,2019-06-05,Home,1140282,982017,0,8.57,1.58,Standard
LN-101135,Patna Main,2022-05-21,Agri,267184,107393,0,8.09,0.88,Standard
LN-101136,Danapur,2025-03-03,Business,3322992,1238410,0,11.75,1.28,Standard
LN-101137,Kankarbagh,2020-09-26,Personal,470818,363423,0,14.45,0.0,Standard
LN-101138,Patna Main,2025-01-14,Home,2756485,1227207,0,8.39,1.49,Standard
LN-101139,Kankarbagh,2025-05-03,Home,2317733,824111,0,9.3,1.34,Standard
LN-101140,Danapur,2024-06-29,Agri,781178,487954,0,8.09,1.14,Standard
LN-101141,Danapur,2022-07-01,Auto,651434,239491,0,11.77,1.2,Standard
LN-101142,Gaya,2021-06-06,Auto,1186668,476422,0,10.9,1.18,Standard
LN-101143,Kankarbagh,2020-04-08,Agri,738876,299681,0,7.81,0.86,Standard
LN-101144,Kankarbagh,2020-07-02,Business,1724491,1193056,0,12.16,1.31,Standard
LN-101145,Bhagalpur,2021-11-09,Personal,149448,76101,0,15.0,0.0,Standard
LN-101146,Muzaffarpur,2019-08-16,Auto,720178,290636,0,11.07,0.94,Standard
LN-101147,Boring Road,2019-11-12,Home,2557131,1022166,0,9.27,1.57,Standard
LN-101148,Gaya,2020-12-26,Business,3373181,2810156,0,11.29,1.1,Standard
LN-101149,Patna Main,2019-01-01,Auto,885631,512730,0,10.05,0.96,Standard
LN-101150,Danapur,2024-11-24,Home,1583255,838854,0,8.06,1.33,Standard
LN-101151,Patna Main,2024-05-14,Home,1611568,653232,0,9.21,1.49,Standard
LN-101152,Hajipur,2025-01-19,Home,912626,380776,0,9.41,1.41,Standard
LN-101153,Gaya,2025-03-12,Personal,184516,97731,0,13.11,0.0,Standard
LN-101154,Hajipur,2023-06-23,Auto,1166169,1098670,0,11.62,1.21,Standard
LN-101155,Danapur,2019-03-07,Personal,249881,179972,68,14.92,0.0,SMA-2
LN-101156,Muzaffarpur,2020-01-11,Auto,1073960,941584,0,11.9,0.97,Standard
LN-101157,Danapur,2019-05-23,Personal,490651,423683,87,14.56,0.0,SMA-2
LN-101158,Gaya,2019-02-18,Personal,457128,162711,0,14.21,0.0,Standard
LN-101159,Hajipur,2021-06-05,Personal,143904,80486,0,13.37,0.0,Standard
LN-101160,Boring Road,2023-09-10,Auto,1090086,669509,0,10.47,1.25,Standard
LN-101161,Bhagalpur,2023-01-23,Personal,459840,409118,0,14.13,0.0,Standard
LN-101162,Patna Main,2022-06-30,Business,4261835,1504387,0,11.8,1.09,Standard
LN-101163,Kankarbagh,2024-11-29,Agri,374583,253002,0,8.05,0.96,Standard
LN-101164,Gaya,2022-10-02,Personal,153548,125833,0,14.25,0.0,Standard
LN-101165,Boring Road,2019-09-13,Personal,337753,237378,0,13.36,0.0,Standard
LN-101166,Hajipur,2023-01-22,Agri,498712,429940,0,7.46,0.87,Standard
LN-101167,Gaya,2020-03-05,Home,2162154,774410,0,8.67,1.39,Standard
LN-101168,Kankarbagh,2022-10-25,Personal,263302,145151,0,14.62,0.0,Standard
LN-101169,Patna Main,2020-04-26,Business,4626504,4329883,0,12.36,1.17,Standard
LN-101170,Kankarbagh,2023-01-02,Home,2502535,984014,0,9.23,1.41,Standard
LN-101171,Hajipur,2020-12-24,Agri,557181,354551,0,8.56,0.89,Standard
LN-101172,Muzaffarpur,2021-09-01,Auto,928211,335375,0,10.2,0.96,Standard
LN-101173,Bhagalpur,2019-07-27,Personal,452509,377213,0,13.84,0.0,Standard
LN-101174,Boring Road,2025-06-13,Home,2660414,2104552,0,8.57,1.43,Standard
LN-101175,Hajipur,2021-11-07,Home,2781162,1318285,15,9.26,1.6,SMA-0
LN-101176,Muzaffarpur,2019-07-26,Personal,321760,150871,0,14.87,0.0,Standard
LN-101177,Patna Main,2020-12-27,Agri,104915,75614,35,8.34,0.98,SMA-1
LN-101178,Hajipur,2022-10-16,Agri,707791,457338,0,8.84,0.95,Standard
LN-101179,Muzaffarpur,2021-09-01,Home,1053486,968489,0,8.44,1.5,Standard
LN-101180,Bhagalpur,2025-04-08,Home,2015934,856410,0,8.52,1.24,Standard
LN-101181,Patna Main,2021-07-30,Business,4163246,3231920,0,12.77,1.15,Standard
LN-101182,Muzaffarpur,2022-02-02,Home,1703265,774046,0,8.92,1.52,Standard
LN-101183,Kankarbagh,2020-07-28,Home,2146432,1680833,0,8.87,1.4,Standard
LN-101184,Patna Main,2024-10-30,Home,2384268,1050685,0,9.52,1.31,Standard
LN-101185,Patna Main,2020-06-13,Personal,414511,149382,320,13.5,0.0,NPA
LN-101186,Bhagalpur,2019-01-15,Home,1510301,1004821,0,9.92,1.39,Standard
LN-101187,Kankarbagh,2022-09-30,Business,1082075,738348,0,12.36,1.21,Standard
LN-101188,Gaya,2022-01-02,Agri,222082,93515,0,7.11,1.13,Standard
LN-101189,Muzaffarpur,2019-05-16,Home,1043137,820422,0,9.14,1.49,Standard
LN-101190,Muzaffarpur,2019-03-03,Personal,216455,164287,0,13.33,0.0,Standard
LN-101191,Gaya,2022-03-17,Personal,250079,128034,0,13.79,0.0,Standard
LN-101192,Kankarbagh,2020-01-21,Personal,130981,63952,0,13.82,0.0,Standard
LN-101193,Bhagalpur,2022-04-07,Home,2417217,2032087,0,8.63,1.6,Standard
LN-101194,Hajipur,2021-07-22,Home,2214616,972003,0,9.84,1.39,Standard
LN-101195,Bhagalpur,2019-12-09,Auto,634729,507848,0,11.08,1.07,Standard
LN-101196,Patna Main,2021-07-30,Auto,704200,605625,0,10.99,1.1,Standard
LN-101197,Danapur,2020-03-29,Home,2706938,2559889,0,9.25,1.29,Standard
LN-101198,Patna Main,2024-04-28,Home,1934444,1396968,0,8.75,1.31,Standard
LN-101199,Hajipur,2020-12-01,Agri,514352,249437,0,8.17,1.0,Standard
LN-101200,Hajipur,2023-11-21,Personal,87435,31604,0,13.97,0.0,Standard
LN-101201,Kankarbagh,2019-10-17,Home,1771060,1392760,0,8.94,1.37,Standard
LN-101202,Patna Main,2020-11-11,Home,887759,385357,0,9.52,1.25,Standard
LN-101203,Boring Road,2022-07-22,Home,2037807,1905852,86,10.0,1.19,SMA-2
LN-101204,Muzaffarpur,2023-05-29,Personal,241906,116952,0,14.58,0.0,Standard
LN-101205,Bhagalpur,2020-09-08,Home,2593397,1639792,0,8.44,1.6,Standard
LN-101206,Kankarbagh,2023-01-14,Home,1903717,1582572,0,9.84,1.51,Standard
LN-101207,Muzaffarpur,2022-11-03,Agri,657422,301272,0,8.55,1.01,Standard
LN-101208,Patna Main,2019-03-06,Home,956125,869299,0,9.35,1.49,Standard
LN-101209,Bhagalpur,2025-05-13,Personal,305946,135625,0,14.51,0.0,Standard
LN-101210,Bhagalpur,2024-06-07,Home,2579794,1639037,0,8.67,1.48,Standard
LN-101211,Boring Road,2019-01-24,Business,3650692,3086281,0,11.76,1.34,Standard
LN-101212,Boring Road,2025-02-11,Auto,754442,522318,0,11.85,1.03,Standard
LN-101213,Gaya,2019-06-30,Business,2296135,1799630,0,12.24,1.29,Standard
LN-101214,Muzaffarpur,2024-08-07,Home,1453693,698586,0,9.58,1.38,Standard
LN-101215,Patna Main,2020-12-27,Business,4097622,2975495,0,11.76,1.11,Standard
LN-101216,Muzaffarpur,2021-03-09,Personal,345204,188505,0,14.67,0.0,Standard
LN-101217,Danapur,2019-03-29,Business,1380620,487177,0,12.66,1.21,Standard
LN-101218,Danapur,2024-01-05,Business,3737509,2182851,0,11.73,1.28,Standard
LN-101219,Patna Main,2021-04-18,Auto,684309,302651,0,10.37,1.21,Standard
LN-101220,Gaya,2020-07-06,Home,2931713,1553094,0,9.81,1.56,Standard
LN-101221,Kankarbagh,2024-08-12,Business,2602992,1739162,0,12.96,1.18,Standard
LN-101222,Muzaffarpur,2022-08-24,Business,2856976,1928662,0,12.89,1.28,Standard
LN-101223,Gaya,2019-11-09,Home,2375192,1665868,0,9.37,1.42,Standard
LN-101224,Danapur,2022-12-14,Personal,272197,188938,406,14.79,0.0,NPA
LN-101225,Kankarbagh,2025-06-08,Personal,55039,24523,0,13.96,0.0,Standard
LN-101226,Muzaffarpur,2020-03-12,Home,1618471,602714,0,9.06,1.32,Standard
LN-101227,Muzaffarpur,2019-11-05,Agri,280291,108812,0,8.57,1.04,Standard
LN-101228,Muzaffarpur,2019-07-16,Personal,202702,83712,54,14.34,0.0,SMA-1
LN-101229,Boring Road,2023-08-05,Home,1453749,648749,0,9.74,1.49,Standard
LN-101230,Bhagalpur,2024-01-31,Business,790292,633748,0,12.98,1.23,Standard
LN-101231,Muzaffarpur,2024-12-31,Agri,415618,285916,0,7.67,1.14,Standard
LN-101232,Boring Road,2024-05-09,Business,2261953,1046600,462,12.16,1.1,NPA
LN-101233,Danapur,2021-09-07,Business,1469284,1081235,0,11.97,1.25,Standard
LN-101234,Gaya,2022-02-18,Personal,222139,190547,0,14.86,0.0,Standard
LN-101235,Gaya,2020-01-09,Personal,431578,397279,0,14.06,0.0,Standard
LN-101236,Gaya,2021-02-11,Business,3028610,2112509,0,12.6,1.27,Standard
LN-101237,Patna Main,2022-03-10,Personal,440162,285068,0,14.94,0.0,Standard
LN-101238,Boring Road,2019-11-14,Agri,361687,205008,0,7.24,1.13,Standard
LN-101239,Muzaffarpur,2020-02-21,Home,2770977,1728186,0,8.41,1.56,Standard
LN-101240,Hajipur,2020-02-21,Business,1237891,1040715,0,11.9,1.31,Standard
LN-101241,Boring Road,2020-10-13,Home,867375,401857,0,9.11,1.23,Standard
LN-101242,Boring Road,2019-08-17,Personal,437909,341418,0,13.67,0.0,Standard
LN-101243,Muzaffarpur,2020-07-12,Home,2404248,882316,0,8.91,1.55,Standard
LN-101244,Patna Main,2023-02-05,Auto,312819,251222,0,10.01,0.97,Standard
LN-101245,Muzaffarpur,2020-04-17,Business,1898585,1583685,0,12.25,1.28,Standard
LN-101246,Kankarbagh,2024-06-01,Agri,188195,160344,0,8.2,1.14,Standard
LN-101247,Patna Main,2023-11-23,Personal,110831,95253,0,14.02,0.0,Standard
LN-101248,Kankarbagh,2020-07-29,Business,3685937,1741570,9,11.62,1.36,SMA-0
LN-101249,Hajipur,2020-03-07,Auto,540747,330045,0,10.58,1.18,Standard
LN-101250,Hajipur,2019-07-14,Agri,541174,352865,0,7.15,1.04,Standard
LN-101251,Muzaffarpur,2023-10-24,Business,951539,809279,0,12.12,1.06,Standard
LN-101252,Patna Main,2024-01-10,Agri,494465,207644,0,8.69,1.05,Standard
LN-101253,Boring Road,2019-10-04,Auto,484022,197056,0,10.63,1.04,Standard
LN-101254,Gaya,2023-10-21,Auto,521885,412498,0,11.85,0.94,Standard
LN-101255,Hajipur,2019-04-06,Personal,231511,126115,0,14.37,0.0,Standard
LN-101256,Kankarbagh,2022-02-12,Personal,471096,208593,0,14.06,0.0,Standard
LN-101257,Gaya,2022-02-16,Personal,472908,191438,21,13.97,0.0,SMA-0
LN-101258,Hajipur,2024-05-12,Personal,78410,69414,0,14.77,0.0,Standard
LN-101259,Gaya,2019-05-12,Personal,336035,303539,0,13.23,0.0,Standard
LN-101260,Bhagalpur,2019-11-13,Personal,231922,198164,13,14.01,0.0,SMA-0
LN-101261,Muzaffarpur,2020-04-24,Home,1130955,912494,0,8.39,1.49,Standard
